S_No,Year,Month,Product_ID,Country,Sales
79073,2016,4,1,Argentina,14909783.56757755
79074,2016,5,1,Argentina,14909783.56757755
79075,2016,6,1,Argentina,14909783.56757755
79076,2016,7,1,Argentina,10674692.338702656
79077,2016,8,1,Argentina,14909783.56757755
79078,2016,9,1,Argentina,574092.0504040195
79079,2016,10,1,Argentina,10674692.338702656
79080,2016,11,1,Argentina,14909783.56757755
79081,2016,12,1,Argentina,10674692.338702656
79082,2017,1,1,Argentina,14909783.56757755
79083,2017,2,1,Argentina,10674692.338702656
79084,2017,3,1,Argentina,14909783.56757755
79085,2016,4,2,Argentina,5601083.220646139
79086,2016,5,2,Argentina,5601083.220646139
79087,2016,6,2,Argentina,5601083.220646139
79088,2016,7,2,Argentina,5601083.220646139
79089,2016,8,2,Argentina,5601083.220646139
79090,2016,9,2,Argentina,607993.1293133945
79091,2016,10,2,Argentina,5601083.220646139
79092,2016,11,2,Argentina,5601083.220646139
79093,2016,12,2,Argentina,5601083.220646139
79094,2017,1,2,Argentina,5601083.220646139
79095,2017,2,2,Argentina,5601083.220646139
79096,2017,3,2,Argentina,5601083.220646139
79097,2017,1,3,Argentina,133157.7115609061
79098,2017,2,3,Argentina,133157.7115609061
79099,2017,3,3,Argentina,133157.7115609061
79100,2016,4,2,Belgium,1261916.6171481637
79101,2016,5,2,Belgium,1192418.3768457463
79102,2016,6,2,Belgium,1261916.6171481637
79103,2016,7,2,Belgium,1192418.3768457463
79104,2016,8,2,Belgium,1192418.3768457463
79105,2016,9,2,Belgium,166348.81783278577
79106,2016,10,2,Belgium,1261916.6171481637
79107,2016,11,2,Belgium,1261916.6171481637
79108,2016,12,2,Belgium,1261916.6171481637
79109,2017,1,2,Belgium,1261916.6171481637
79110,2017,2,2,Belgium,1192418.3768457463
79111,2017,3,2,Belgium,607137.418849662
79112,2016,4,1,Columbia,3401711.470797668
79113,2016,5,1,Columbia,3401711.470797668
79114,2016,6,1,Columbia,3438333.992340085
79115,2016,7,1,Columbia,3401711.470797668
79116,2016,8,1,Columbia,2060552.3188692862
79117,2016,9,1,Columbia,573535.4088301471
79118,2016,10,1,Columbia,3401711.470797668
79119,2016,11,1,Columbia,3401711.470797668
79120,2016,12,1,Columbia,3401711.470797668
79121,2017,1,1,Columbia,2060552.3188692862
79122,2017,2,1,Columbia,3401711.470797668
79123,2017,3,1,Columbia,3451808.561431192
79124,2016,4,2,Columbia,5759654.281420786
79125,2016,5,2,Columbia,5759654.281420786
79126,2016,6,2,Columbia,5759654.281420786
79127,2016,7,2,Columbia,5759654.281420786
79128,2016,8,2,Columbia,5759654.281420786
79129,2016,9,2,Columbia,836501.4702218822
79130,2016,10,2,Columbia,5759654.281420786
79131,2016,11,2,Columbia,5759654.281420786
79132,2016,12,2,Columbia,5759654.281420786
79133,2017,1,2,Columbia,5759654.281420786
79134,2017,2,2,Columbia,5759654.281420786
79135,2017,3,2,Columbia,5759654.281420786
79136,2017,1,3,Columbia,199144.71885713027
79137,2017,2,3,Columbia,199144.71885713027
79138,2017,3,3,Columbia,199144.71885713027
79139,2016,4,2,Denmark,88154070.28384046
79140,2016,5,2,Denmark,88154070.28384046
79141,2016,6,2,Denmark,88154070.28384046
79142,2016,7,2,Denmark,88154070.28384046
79143,2016,8,2,Denmark,88154070.28384046
79144,2016,9,2,Denmark,9875188.039997417
79145,2016,10,2,Denmark,88154070.28384046
79146,2016,11,2,Denmark,88154070.28384046
79147,2016,12,2,Denmark,88154070.28384046
79148,2017,1,2,Denmark,88154070.28384046
79149,2017,2,2,Denmark,88154070.28384046
79150,2017,3,2,Denmark,88154070.28384046
79151,2015,11,5,England,553795.6295616265
79152,2015,12,5,England,584721.2458899878
79153,2016,1,5,England,480971.683062807
79154,2016,2,5,England,444056.1748506576
79155,2016,3,5,England,584721.2458899878
79156,2016,4,5,England,553795.6295616265
79157,2016,5,5,England,553795.6295616265
79158,2016,6,5,England,584721.2458899878
79159,2016,7,5,England,542255.5949208267
79160,2015,11,4,England,156043.21188341654
79161,2015,12,4,England,190053.80706132913
79162,2016,1,4,England,155196.86474160082
79163,2016,2,4,England,155196.86474160082
79164,2016,3,4,England,155196.86474160082
79165,2016,4,4,England,155196.86474160082
79166,2016,5,4,England,155196.86474160082
79167,2016,6,4,England,155196.86474160082
79168,2016,7,4,England,155196.86474160082
79169,2015,11,4,Finland,21350859.96006845
79170,2015,12,4,Finland,21350859.96006845
79171,2016,1,4,Finland,20475931.586371522
79172,2016,2,4,Finland,20475931.586371522
79173,2016,3,4,Finland,21593213.816646095
79174,2016,4,4,Finland,21593213.816646095
79175,2016,5,4,Finland,20475931.586371522
79176,2016,6,4,Finland,21478380.52147837
79177,2016,7,4,Finland,20475931.586371522
