"Id","Front","Left","Rear","Right"
"2c9180975a056a64015a1e10d3f270fe",0.994123693095347,0.000247721344318142,0.00402142962153466,0.00160715593880046
"2c9180975a056a64015a1de4deb16bdc",0.998881293343213,0.000585152107409284,0.000124105177710382,0.000409449371667221
"2c9180975a056a64015a1e0e70ea70ce",0.998866382043655,0.000128967970907995,0.000278974550664702,0.000725675434772426
"2c9180975a056a64015a1dfed0c46ec6",0.998270603697054,0.000160660562033763,0.000611291763524554,0.000957443977387276
"2c9180975a056a64015a1dfed0c46ec7",0.997873329617514,0.000589370366881034,0.000221375984592583,0.00131592403101287
"2c9180975a056a64015a1e44ba4377f8",0.0229160854458591,0.00106486542592649,0.731866295636293,0.244152753491921
"2c9180975a056a64015a1e010c8f6ee1",0.998958753561732,0.000485527939543668,0.00017705363658306,0.00037866486214114
"2c9180975a056a64015a1e1db63072aa",0.996613601828061,0.000263208603064589,0.00159018111125054,0.0015330084576242
"2c9180975a056a64015a1e1db63072a8",0.00039660208479232,0.00089054753222794,0.998285122011323,0.000427728371656148
"2c9180975a056a64015a1e2354f5733c",0.000361635271044077,0.000747701845168833,0.998376150677376,0.000514512206411569
"2c9180975a056a64015a1e07928f6ff8",0.997942361758574,0.00112138052107357,0.000207210602432598,0.00072904711791998
"2c9180975a056a64015a1e20a607730a",0.998873879500494,0.000520227317097167,0.000193569789469706,0.000412323392938737
"2c9180975a056a64015a1e3322e37587",0.00979422980370144,0.0794774411341351,0.909922668197658,0.000805660864505451
"2c9180975a056a64015a1e050c296fcd",0.997518881614872,0.000138769957612469,0.00111099372591498,0.00123135470160024
"2c9180975a056a64015a1e050c296fcf",0.997523349439766,0.000193303552162388,0.000865597355458647,0.00141774965261316
"2c9180975a056a64015a1e04ad9f6f84",0.000621886671401164,0.0020025442005306,0.996147313392842,0.0012282557352259
"2c9180975a056a64015a1de7a19c6c2b",0.996845529952016,0.000222407864753671,0.00189793245330915,0.00103412972992094
"2c9180975a056a64015a1e1180a37123",0.000361111698596103,0.000764946338388476,0.998453743035124,0.000420198927891271
"2c9180975a056a64015a1e1d735c729b",0.996829722542364,0.000529615627733732,0.000503731431004589,0.00213693039889774
"2c9180975a056a64015a1e1d735c729c",0.000463084338214121,0.00416894665170397,0.994745686464403,0.000622282545679087
"2c9180975a056a64015a1e41bbc27765",0.988145346862747,0.000465519283733824,0.00371805971672497,0.00767107413679424
"2c9180975a056a64015a1e41bbc2775e",0.994898312708544,0.000204745796184092,0.00151391461012806,0.00338302688514413
"2c9180975a056a64015a1ddc1a306b28",0.000379995814677542,0.000764902664665423,0.99843068325067,0.000424418269986916
"2c9180975a056a64015a1de453e96baf",0.998100333691267,0.000585957071564751,0.000200980076387663,0.00111272916078032
"2c9180975a056a64015a1e264d5f73c0",0.997542519002174,0.000140618438375596,0.00113722418831569,0.00117963837113466
"2c9180975a056a64015a1e23443e7337",0.99843541912357,0.000642792802800763,0.000221158893321674,0.000700629180307659
"2c9180975a056a64015a1dce7ac869b5",0.000360816029893761,0.000764946564640869,0.998454038353289,0.000420199052175823
"2c9180975a056a64015a1e35cd3175a7",0.000379656756925112,0.00076486777024367,0.998385135414374,0.000470340058456691
"2c9180975a056a64015a1de210cb6b96",0.99872512715519,0.000132120161803446,0.000355436001618336,0.000787316681388636
"2c9180975a056a64015a1de210cb6b95",0.00716967802246036,0.00775637488951042,0.983381219808703,0.00169272727932687
"2c9180975a056a64015a1e041ed06f68",0.000376808434155865,0.000720862328565556,0.998418090422782,0.000484238814496407
"2c9180975a056a64015a1e075da56ff2",0.998853287872527,0.000529444098378906,0.000196576425643433,0.000420691603450734
"2c9180975a056a64015a1dedca666cb1",0.000400425314883899,0.00120639663823608,0.997956510867727,0.000436667179152837
"2c9180975a056a64015a1e304546752a",0.997434211140782,0.000170545084546352,0.00150871532878462,0.00088652844588701
"2c9180975a056a64015a1dedca666cb2",0.998675245000915,0.000675991038607055,0.000154134024331947,0.000494629936146378
"2c9180975a056a64015a1dee86696cd8",0.37638093455078,0.00183024447392203,0.0224801567591938,0.599308664216104
"2c9180975a056a64015a1e01db306f4a",0.0112500179613613,0.00680138717859237,0.981482882442147,0.000465712417899708
"2c9180975a056a64015a1dd566ae6a82",0.998395020619153,0.000119293031752545,0.000769915097163155,0.000715771251931114
"2c9180975a056a64015a1dee5d166cd0",0.999033873521692,0.000379717020474247,0.000136241825620342,0.000450167632213433
"2c9180975a056a64015a1dd566ae6a83",0.000379547860136921,0.000764949912061285,0.998492355476316,0.000363146751485349
"2c9180975a056a64015a1dfb2f626e41",0.997907890925928,0.00104718437287806,0.000234022778777341,0.000810901922416452
"2c91809a59f17e5d015a21a5627830e0",0.000387837843432698,0.00077843915380498,0.99841376671761,0.000419956285152514
"2c91809a59f17e5d015a21a7f5093117",0.979686209841556,0.000444146173847076,0.00310887088212916,0.0167607731024681
"2c91809a59f17e5d015a21a7f5093121",0.00472745014365679,0.00485468823465961,0.990033034334705,0.000384827286978795
"2c9180975a056a64015a1e4c3a11791f",0.997881314012911,0.00101019097635091,0.000225755564640158,0.000882739446097608
"2c9180975a056a64015a1e4c3a117920",0.00905394483797893,0.0039061925942354,0.986478670628358,0.000561191939427679
"2c9180975a056a64015a1e1433667153",0.0121990573336184,0.00445706593908716,0.9825210318237,0.000822844903594758
"2c9180975a056a64015a1ddb8a456b05",0.987585464691614,0.00161786268187574,0.000675801625445043,0.0101208710010655
"2c9180975a056a64015a1df0d6066cf4",0.000388553064119532,0.00076716310912281,0.998335269552872,0.000509014273885685
"2c9180975a056a64015a1e074c876fef",0.998659421669743,0.000467599606629109,0.000214521580493055,0.000658457143134882
"2c9180975a056a64015a1dc26fe66863",0.0118388476353401,0.00484723128106737,0.982907967754499,0.00040595332909397
"2c9180975a056a64015a1e074c876fed",0.998496274650973,0.000893741140400711,0.00019121881437584,0.000418765394250005
"2c9180975a056a64015a1e5b850e7ae3",0.998875633050456,0.000547892316719529,0.000178339942802336,0.000398134690022555
"2c9180975a056a64015a1e5b850e7ae1",0.997980709686296,0.00102415750152191,0.000228180584421466,0.000766952227760521
"2c91809e5aba7d25015acd6875ca209b",0.996478306449779,0.000183862261408238,0.00237555352623293,0.00096227776258008
"2c91809e5aba7d25015acd44a99d1e9f",0.999047757595331,0.000354998542848982,0.000190201584592164,0.000407042277227543
"2c9180a35b853b13015b8b8c25f75369",0.000635280541675708,0.00628164806298628,0.99202156367651,0.00106150771882778
