id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XQGncUAH
0012A00002AXHJUQA5,a0I2A00000XQGsJUAX
0012A00002AXHJUQA5,a0I2A00000XQHLEUA5
0012A00002AXHJUQA5,a0I2A00000XQHg0UAH
0012A00002AXHJUQA5,a0I2A00000XQI39UAH
0012A00002AXHJUQA5,a0I2A00000XQKaRUAX
0012A00002AXHJUQA5,a0I2A00000XQKnlUAH
0012A000023XlWaQAK,a0I2A00000XQHMfUAP
0012A000023XlWaQAK,a0I2A00000XQHfLUAX
0012A000023XlWaQAK,a0I2A00000XQJ9RUAX
0012A000023XlWaQAK,a0I2A00000XQJcFUAX
0012A000023XlWaQAK,a0I2A00000XQJiqUAH
0012A000023XlWaQAK,a0I2A00000XQJjCUAX
0012A000023XlWaQAK,a0I2A00000XQL4UUAX
0012A000023XlWaQAK,a0I2A00000XQHOiUAP
0012A000023Y4bYQAS,a0I2A00000XQHMfUAP
0012A000023Y4bYQAS,a0I2A00000XQHfLUAX
0012A000023Y4bYQAS,a0I2A00000XQJ9RUAX
0012A000023Y4bYQAS,a0I2A00000XQJcFUAX
0012A000023Y4bYQAS,a0I2A00000XQJiqUAH
0012A000023Y4bYQAS,a0I2A00000XQJjCUAX
0012A000023Y4bYQAS,a0I2A00000XQL4UUAX
0012A000023Y4bYQAS,a0I2A00000XQHOiUAP
0012A000023XlbuQAC,a0I2A00000XQIjLUAX
0012A000023XlbuQAC,a0I2A00000XQH59UAH
0012A000023XlbuQAC,a0I2A00000XQHCqUAP
0012A000023XlbuQAC,a0I2A00000XQITsUAP
0012A000023XlbuQAC,a0I2A00000XQKalUAH
0012A000023XlbuQAC,a0I2A00000XQKk3UAH
0012A000023XlbuQAC,a0I2A00000XQKueUAH
0012A000023XlbuQAC,a0I2A00000XQLTyUAP
0012A000023Xlh9QAC,a0I2A00000XQJWNUA5
0012A000023Xlh9QAC,a0I2A00000XQHXCUA5
0012A000023Xlh9QAC,a0I2A00000XQM4jUAH
0012A000023Xlh9QAC,a0I2A00000XQGTEUA5
0012A000023Xlh9QAC,a0I2A00000XQGaNUAX
0012A000023Xlh9QAC,a0I2A00000XQGgaUAH
0012A000023Xlh9QAC,a0I2A00000XQGtRUAX
0012A000023Xlh9QAC,a0I2A00000XQGruUAH
0012A000023Xlh9QAC,a0I2A00000XQGskUAH
0012A000023Xlh9QAC,a0I2A00000XQH2hUAH
0012A000023XlhdQAC,a0I2A00000XQHMfUAP
0012A000023XlhdQAC,a0I2A00000XQHfLUAX
0012A000023XlhdQAC,a0I2A00000XQJ9RUAX
0012A000023XlhdQAC,a0I2A00000XQJcFUAX
0012A000023XlhdQAC,a0I2A00000XQJiqUAH
0012A000023XlhdQAC,a0I2A00000XQJjCUAX
0012A000023XlhdQAC,a0I2A00000XQL4UUAX
0012A000023XlhdQAC,a0I2A00000XQHOiUAP
0012A000023XlkNQAS,a0I2A00000XQHN3UAP
0012A000023XlkNQAS,a0I2A00000XQL2rUAH
0012A000023XlkNQAS,a0I2A00000XQGo7UAH
0012A000023XlkNQAS,a0I2A00000XQKjKUAX
0012A000023XlkNQAS,a0I2A00000XQLdiUAH
0012A000023XlkNQAS,a0I2A00000XQGncUAH
0012A000023XlkNQAS,a0I2A00000XQGsJUAX
0012A000023XlkNQAS,a0I2A00000XQHLEUA5
0012A000023XlkNQAS,a0I2A00000XQHg0UAH
0012A000023XlkNQAS,a0I2A00000XQI39UAH
0012A000023XlnWQAS,a0I2A00000XQK20UAH
0012A000023XlnWQAS,a0I2A00000XQKHpUAP
0012A000023XlnWQAS,a0I2A00000XQH2uUAH
0012A000023XlnWQAS,a0I2A00000XQHLRUA5
0012A000023XlnWQAS,a0I2A00000XQJt0UAH
0012A000023XlnWQAS,a0I2A00000XQKjJUAX
0012A000023XlnqQAC,a0I2A00000XuGLVUA3
0012A000023XlnqQAC,a0I2A00000XQGTKUA5
0012A000023XlnqQAC,a0I2A00000XQGSNUA5
0012A000023XlnqQAC,a0I2A00000XQGldUAH
0012A000023XlnqQAC,a0I2A00000XQHGwUAP
0012A000023XlnqQAC,a0I2A00000XQI2UUAX
0012A000023XlnqQAC,a0I2A00000XQIQcUAP
0012A000023XlnqQAC,a0I2A00000XQIa3UAH
0012A000023XlnqQAC,a0I2A00000XQIqPUAX
0012A000023Xp5LQAS,a0I2A00000XQJXsUAP
0012A000023Xp5LQAS,a0I2A00000XQI6JUAX
0012A000023Xp5LQAS,a0I2A00000XQLxfUAH
0012A000023Xp5LQAS,a0I2A00000XQGLOUA5
0012A000023Xp5LQAS,a0I2A00000XQICbUAP
0012A000023Xp5LQAS,a0I2A00000XQI1jUAH
0012A000023Xm35QAC,a0I2A00000XQJWNUA5
0012A000023Xm35QAC,a0I2A00000XQHXCUA5
0012A000023Xm35QAC,a0I2A00000XQM4jUAH
0012A000023Xm35QAC,a0I2A00000XQGTEUA5
0012A000023Xm35QAC,a0I2A00000XQGaNUAX
0012A000023Xm35QAC,a0I2A00000XQGgaUAH
0012A000023Xm35QAC,a0I2A00000XQGtRUAX
0012A000023Xm35QAC,a0I2A00000XQGruUAH
0012A000023Xm35QAC,a0I2A00000XQGskUAH
0012A000023Xm35QAC,a0I2A00000XQH2hUAH
0012A000023YB67QAG,a0I2A00000XQGRWUA5
0012A000023YB67QAG,a0I2A00000XQGl3UAH
0012A000023YB67QAG,a0I2A00000XQHc7UAH
0012A000023YB67QAG,a0I2A00000XQHqPUAX
0012A000023YB67QAG,a0I2A00000XQIuPUAX
0012A000023YB67QAG,a0I2A00000XQJPmUAP
0012A000023YB67QAG,a0I2A00000XQKcGUAX
0012A000023YB67QAG,a0I2A00000XQLNcUAP
0012A000023YB67QAG,a0I2A00000XQLPRUA5
0012A000023YB67QAG,a0I2A00000XQLZbUAP
0012A000023XmRwQAK,a0I2A00000XQIBlUAP
0012A000023XmRwQAK,a0I2A00000XQH5CUAX
0012A000023XmRwQAK,a0I2A00000XQK3mUAH
0012A000023XmRwQAK,a0I2A00000XQHEOUA5
0012A000023XmRwQAK,a0I2A00000XQH5cUAH
0012A000023XmRwQAK,a0I2A00000XQH63UAH
0012A000023XmRwQAK,a0I2A00000XQITIUA5
0012A000023XmmFQAS,a0I2A00000XQGLUUA5
0012A000023XmmFQAS,a0I2A00000XQGiYUAX
0012A000023XmmFQAS,a0I2A00000XQHFbUAP
0012A000023XmmFQAS,a0I2A00000XQHI2UAP
0012A000023XmmFQAS,a0I2A00000XQHhSUAX
0012A000023XmmFQAS,a0I2A00000XQHo3UAH
0012A000023XmmFQAS,a0I2A00000XQIDqUAP
0012A000023XmmFQAS,a0I2A00000XQI2tUAH
0012A000023XmmFQAS,a0I2A00000XQIDrUAP
0012A000023XmmFQAS,a0I2A00000XQITXUA5
0012A000023Y1rtQAC,a0I2A00000XQKRnUAP
0012A000023Y1rtQAC,a0I2A00000XQMABUA5
0012A000023Y1rtQAC,a0I2A00000XQKphUAH
0012A000023Y1rtQAC,a0I2A00000XQIGiUAP
0012A000023Y1rtQAC,a0I2A00000XQKIGUA5
0012A000023Y1rtQAC,a0I2A00000XQIkzUAH
0012A000023YBFRQA4,a0I2A00000XQHMfUAP
0012A000023YBFRQA4,a0I2A00000XQHfLUAX
0012A000023YBFRQA4,a0I2A00000XQJ9RUAX
0012A000023YBFRQA4,a0I2A00000XQJcFUAX
0012A000023YBFRQA4,a0I2A00000XQJiqUAH
0012A000023YBFRQA4,a0I2A00000XQJjCUAX
0012A000023YBFRQA4,a0I2A00000XQL4UUAX
0012A000023YBFRQA4,a0I2A00000XQHOiUAP
0012A000023Xo0OQAS,a0I2A00000XQHMfUAP
0012A000023Xo0OQAS,a0I2A00000XQHfLUAX
0012A000023Xo0OQAS,a0I2A00000XQJ9RUAX
0012A000023Xo0OQAS,a0I2A00000XQJcFUAX
0012A000023Xo0OQAS,a0I2A00000XQJiqUAH
0012A000023Xo0OQAS,a0I2A00000XQJjCUAX
0012A000023Xo0OQAS,a0I2A00000XQL4UUAX
0012A000023Xo0OQAS,a0I2A00000XQHOiUAP
0012A000023XoRjQAK,a0I2A00000XQJJRUA5
0012A000023XoRjQAK,a0I2A00000XQH0mUAH
0012A000023XoRjQAK,a0I2A00000XQL6UUAX
0012A000023XoRjQAK,a0I2A00000XQGLVUA5
0012A000023XoRjQAK,a0I2A00000XQGomUAH
0012A000023XoRjQAK,a0I2A00000XQH5PUAX
0012A000023XoRjQAK,a0I2A00000XQH1TUAX
0012A000023XoRjQAK,a0I2A00000XQH1UUAX
0012A000023XoRjQAK,a0I2A00000XQH38UAH
0012A000023XoRjQAK,a0I2A00000XQHCGUA5
0012A000023XwMRQA0,a0I2A00000XQK20UAH
0012A000023XwMRQA0,a0I2A00000XQKHpUAP
0012A000023XwMRQA0,a0I2A00000XQHVkUAP
0012A000023XwMRQA0,a0I2A00000XQK3UUAX
0012A000023XwMRQA0,a0I2A00000XQH2uUAH
0012A000023XwMRQA0,a0I2A00000XQIUYUA5
0012A000023XwMRQA0,a0I2A00000XQJQLUA5
0012A000023XwMRQA0,a0I2A00000XQLmQUAX
0012A000023XwMRQA0,a0I2A00000XQM6yUAH
0012A000029ZzX1QAK,a0I2A00000XQHJaUAP
0012A000029ZzX1QAK,a0I2A00000XQJgGUAX
0012A000029ZzX1QAK,a0I2A00000XQK2bUAH
0012A000029ZzX1QAK,a0I2A00000XQIjLUAX
0012A000029ZzX1QAK,a0I2A00000XQH59UAH
0012A000029ZzX1QAK,a0I2A00000XQHCqUAP
0012A000029ZzX1QAK,a0I2A00000XQITsUAP
0012A000029ZzX1QAK,a0I2A00000XQKalUAH
0012A000029ZzX1QAK,a0I2A00000XQKk3UAH
0012A000029ZzX1QAK,a0I2A00000XQKueUAH
0012A000023YLFWQA4,a0I2A00000XQJXmUAP
0012A000023YLFWQA4,a0I2A00000XQGdNUAX
0012A000023YLFWQA4,a0I2A00000XQHQJUA5
0012A000023YLFWQA4,a0I2A00000XQGPCUA5
0012A000023YLFWQA4,a0I2A00000XQGhzUAH
