id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XQKE6UAP
0012A00002AXHJUQA5,a0I2A00000XQIs5UAH
0012A00002AXHJUQA5,a0I2A00000XQLqYUAX
0012A00002AXHJUQA5,a0I2A00000XQK2bUAH
0012A00002AXHJUQA5,a0I2A00000XQKFQUA5
0012A00002AXHJUQA5,a0I2A00000XQHCPUA5
0012A00002AXHJUQA5,a0I2A00000XQGx3UAH
0012A00002AXHJUQA5,a0I2A00000XQJt0UAH
0012A00002AXHJUQA5,a0I2A00000XQJdUUAX
0012A00002AXHJUQA5,a0I2A00000XQKh0UAH
0012A00002AXHJUQA5,a0I2A00000XQM5bUAH
0012A00002AXHJUQA5,a0I2A00000XQI0HUAX
0012A00002AXHJUQA5,a0I2A00000XQLKdUAP
0012A00002AXHJUQA5,a0I2A00000XQL2rUAH
0012A00002AXHJUQA5,a0I2A00000XQLqJUAX
0012A00002AXHJUQA5,a0I2A00000XQIiMUAX
0012A00002AXHJUQA5,a0I2A00000XQGsJUAX
0012A00002AXHJUQA5,a0I2A00000XQKaRUAX
0012A00002AXHJUQA5,a0I2A00000XQJhTUAX
0012A00002AXHJUQA5,a0I2A00000XQLlHUAX
0012A00002AXHJUQA5,a0I2A00000XQGKvUAP
0012A00002AXHJUQA5,a0I2A00000XQLlSUAX
0012A00002AXHJUQA5,a0I2A00000XQLMoUAP
0012A00002AXHJUQA5,a0I2A00000YGAKUUA5
0012A00002AXHJUQA5,a0I2A00000XQGnoUAH
0012A00002AXHJUQA5,a0I2A00000XQhF6UAL
0012A00002AXHJUQA5,a0I2A00000XQVacUAH
0012A00002AXHJUQA5,a0I2A00000XQKpdUAH
0012A00002AXHJUQA5,a0I2A00000XQHzlUAH
0012A00002AXHJUQA5,a0I2A00000XQKyNUAX
0012A00002AXHJUQA5,a0I2A00000XQHnTUAX
0012A00002AXHJUQA5,a0I2A00000XQH9KUAX
0012A00002AXHJUQA5,a0I2A00000ZGjTYUA1
0012A00002AXHJUQA5,a0I2A00000Y6V6WUAV
0012A00002AXHJUQA5,a0I2A00000XQIVDUA5
0012A00002AXHJUQA5,a0I2A00000XQKFOUA5
0012A00002AXHJUQA5,a0I2A00000XQHX2UAP
0012A00002AXHJUQA5,a0I2A00000XQMBVUA5
0012A00002AXHJUQA5,a0I2A00000XQKIGUA5
0012A00002AXHJUQA5,a0I2A00000XQIA1UAP
0012A00002AXHJUQA5,a0I2A00000XQJsxUAH
0012A00002AXHJUQA5,a0I2A00000XQIJWUA5
0012A00002AXHJUQA5,a0I2A00000XQGR9UAP
0012A00002AXHJUQA5,a0I2A00000XQKuyUAH
0012A00002AXHJUQA5,a0I2A00000XQLyRUAX
0012A00002AXHJUQA5,a0I2A00000XQJkaUAH
0012A00002AXHJUQA5,a0I2A00000Xv4nWUAR
0012A00002AXHJUQA5,a0I2A00000XQGLkUAP
0012A00002AXHJUQA5,a0I2A00000XQIYmUAP
0012A00002AXHJUQA5,a0I2A00000XQIq0UAH
0012A00002AXHJUQA5,a0I2A00000Y5xumUAB
0012A00002AXHJUQA5,a0I2A00000XQHqhUAH
0012A00002AXHJUQA5,a0I2A00000XQM38UAH
0012A00002AXHJUQA5,a0I2A00000XuJS7UAN
0012A00002AXHJUQA5,a0I2A00000XuI3aUAF
0012A00002AXHJUQA5,a0I2A00000XQI2ZUAX
0012A00002AXHJUQA5,a0I2A00000XQGniUAH
0012A00002AXHJUQA5,a0I2A00000XQgkhUAD
0012A00002AXHJUQA5,a0I2A00000XQHCoUAP
0012A00002AXHJUQA5,a0I2A00000XQLDLUA5
0012A00002AXHJUQA5,a0I2A00000XQGv4UAH
0012A00002AXHJUQA5,a0I2A00000XQKcwUAH
0012A00002AXHJUQA5,a0I2A00000XQHe8UAH
0012A00002AXHJUQA5,a0I2A00000XQJzDUAX
0012A00002AXHJUQA5,a0I2A00000XQKM2UAP
0012A00002AXHJUQA5,a0I2A00000XQM2nUAH
0012A00002AXHJUQA5,a0I2A00000XQLX1UAP
0012A00002AXHJUQA5,a0I2A00000XQHVIUA5
0012A00002AXHJUQA5,a0I2A00000XQHMbUAP
0012A00002AXHJUQA5,a0I2A00000XQKKvUAP
0012A00002AXHJUQA5,a0I2A00000XQInGUAX
0012A00002AXHJUQA5,a0I2A00000XQIChUAP
0012A00002AXHJUQA5,a0I2A00000XQKDAUA5
0012A00002AXHJUQA5,a0I2A00000XQK7lUAH
0012A00002AXHJUQA5,a0I2A00000XQM3vUAH
0012A00002AXHJUQA5,a0I2A00000XQGriUAH
0012A000023XlWaQAK,a0I2A00000XQHkhUAH
0012A000023XlWaQAK,a0I2A00000XQHOiUAP
0012A000023XlWaQAK,a0I2A00000XQL4UUAX
0012A000023XlWaQAK,a0I2A00000XQJ9RUAX
0012A000023XlWaQAK,a0I2A00000XQLxkUAH
0012A000023XlWaQAK,a0I2A00000XQIExUAP
0012A000023XlWaQAK,a0I2A00000XQJcFUAX
